professors_list,ratings_list,subjects_list,difficulty_list,link_list
Shahin Tajbakhsh,5.0,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2062263
Michael Levitin,3.0,Journalism,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2577531
Sean Nowicki,3.8,Art History,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2400697
Jacqueline Halm,4.3,Humanities,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2341429
Lysa Russo,4.8,Languages,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2072078
Kimberly Valmore,3.0,Dance,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1174806
Mike Scalzi,3.4,Philosophy,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=991929
Howard Jordan,4.7,Administration Of Justice,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2019198
William Golightly,3.9,Physics,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=625044
Stewart Lehman,3.5,Administration Of Justice,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2514768
Jacob Vanvleet,4.6,Philosophy,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=872556
Camille Santana,3.8,Counseling Career Planning,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2198437
Anne Kingsley,4.7,English,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1934873
Laurie Sample,4.7,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2602349
Randall Creighton,5.0,Music,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1822887
Nick Schneider,4.5,English,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2195944
Karl McDade,4.6,Fine Arts,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=90737
Nicole Irias,2.8,Chemistry,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2403367
Read Vanderbilt,4.5,Mathematics,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2017892
William Parks,2.5,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=509958
Katherine Logan,2.8,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2227877
Daniel Sitzmann,4.8,Science,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2323022
Owen Lee,4.3,Music,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=674978
Dorene Mazzone,4.3,Political Science,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=258979
Julia Miller,4.2,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1289396
Julia Flanagan-Schmidt,4.7,Languages,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=956854
Robert DiMatteo,4.5,Art,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2642920
Shannon Padilla,4.7,Speech,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1308559
Diana Bajrami,3.9,Economics,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=603262
Amanda Rittenhouse,4.7,Women's Studies,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=947717
Erica Bilodeau,4.5,Chemistry,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2667667
Gabel Chong,3.6,Engineering,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380475
Edward Collins,3.8,Geography,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2043291
Kyle Whitmore,4.8,Communication,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263153
Svetlana Podkolzina,3.8,Mathematics,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2106498
Lee Rode,4.5,Psychology,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=51233
Dave Faulkner,3.0,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1190016
Kent Halden,3.4,History,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2066253
Claudia Hein,4.4,Chemistry,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=723037
Karen Cruz,5.0,Biology,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2608750
Steve Narin,4.0,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1943768
Carla Paganelli,3.8,Art,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=416221
Jeannine Stamatakis,5.0,Psychology,1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2460346
Bijan Houshiar,3.7,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2305493
John Rodriguez,2.7,Physics,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=666729
Crina Orac-Sayre,4.9,Chemistry,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1897002
Michael Klieman,3.5,English,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1971086
Jessica Hughes,4.1,English,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2457465
Daniella Blackburn,2.1,Computer Science,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2304505
Kim-Yo Hsieh,4.3,Biology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2561639
Lo Ann Winkler,3.2,Business,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=611693
Matthew Daube,4.9,Psychology,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2559808
Angeline Catena,3.4,Geology,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2464017
Tony Chern,2.2,Computer Science,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1446999
Tony Kashani,3.6,Film,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2647505
Kristen Koblik,4.5,Art History,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1231927
Ted Walker,3.7,Physics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=230996
D Zhiv,2.8,Mathematics,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=950460
Randy Weaver,3.6,Administration Of Justice,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1979759
Mike Chisar,3.2,Physical Ed,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=628249
Toru Sugita,3.8,Art,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1366886
Elizabeth Matlock,3.7,Mathematics,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218740
Tish Young,2.6,Chemistry,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=230994
Padmini Parthasarathy,4.0,Journalism,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2652755
Carmen McNeil-Jackson,4.8,Psychology,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1771430
Eric Handy,4.4,Counseling amp Career Planning,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2380606
Takako Nishikawa,4.5,Languages,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1954122
Brian Schaefer,3.5,Languages,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1091770
Rick Gelinas,3.3,Biology,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=420334
Kathryn Eigen,3.5,History,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1732067
Monique Young,3.5,Business,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2162007
Louise Laemmlen,4.8,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2545524
Robert Hasner,2.8,Mathematics,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=14343
Richard Ramos,3.0,Administration Of Justice,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2389716
Shahbaz Shahbazi,3.6,Business Administration,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=964182
Beatrice Osborne,3.3,Mathematics,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=414996
Charlie Shi,4.5,Business,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=345463
Caterina Pentcheva,3.9,Computer Science,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1628769
Marcelle Levine,4.6,History,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2254210
Jane Fisher,3.8,Art,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1158314
Julie Hui,3.8,Anthropology,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2271068
Jamylle Carter,2.7,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1449061
Dee Allen-Kirkhouse,2.8,English,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=664706
Mike Quinn,0.0,Science,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2710788
Cory Antonakos,4.0,Chemistry,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2066780
Matthew Morrisey,4.5,Administration Of Justice,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1611361
Laura Kapitzky,4.5,Chemistry,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2213633
Dorothy Torre,4.3,Psychology,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=238061
Jennifer Tejada,4.5,Communication,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=975931
Lee Moore,3.7,Communication,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2489151
Mary Snyder,4.5,English,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2309797
Jill Rogers,3.4,English,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2074353
Kevin Leeper,4.5,Art,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1524875
Charles Gray,3.3,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=862963
Isabella Dibari,1.6,English,4.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=505240
Helen (Han) Lu,4.5,Languages,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1904372
M Akiyama,4.8,Psychology,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=639862
Shiori Greller,4.0,Languages,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1405632
Vanessa Cotella,5.0,Communication,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2661988
Noelle Lopez,4.4,Psychology,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2518727
Clint Ryan,4.1,Mathematics,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2016301
Cheryl Wilcox,4.5,Mathematics,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=212855
Sanghamitra Niyogi,3.9,Sociology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1909736
Matt Lee,4.4,Biology,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=825613
Jamie Kulp,4.4,Chemistry,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2118187
Aholibama Escobar,2.5,Chemistry,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2572777
Kylie Smith,0.0,Nutrition,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2714594
Coral Chaney,1.0,Mathematics,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2438303
Maria Giuili,3.1,Economics,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=213820
Brian Schaefer,2.8,Speech,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2021116
Nadia Fouladian-Tabris,2.1,Biology,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2547694
Christopher Draa,0.0,Culinary Arts,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2715934
Abdulrahman Al Dubaie,1.0,Biology,5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2716033
Carol Jensen,2.2,Business,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2224727
Jean Ruehl,4.0,Chemistry,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1484436
Joe Zermeno,2.0,Biology,4.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2640263
Rick Godinez,4.5,Art,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1153303
Bonnie O'Neill,2.9,Film,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=888439
Elizabeth Mayorga,4.6,English,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2549692
Mario Tejada,4.4,Computer Science,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=980775
Marian Blackwell-Stratton,2.0,English,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1592639
Ed Faulkner,2.8,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=845957
Monica Morcos,3.1,Psychology,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2492376
Joann Conrad,2.2,Anthropology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1140690
Charles Gibson,5.0,Administration Of Justice,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2334252
Ann Lehr,2.2,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=799503
Adithya Mohan,4.6,Mathematics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2492665
Mike Wallace,3.5,Computer Science,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359229
Tara Maginnis,4.7,Theater,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1525835
V. Cherkassky,2.2,Mathematics,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=986349
Mary Ann Irwin,2.8,History,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=539647
Julie Homi,0.0,Music,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2723132
Ronald Browder,2.0,Culinary Arts,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2253098
Jacob Van Vleet,4.5,Philosophy,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2106432
Terrence Elliott,3.8,Humanities,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1964331
Douglas Dildine,2.9,Theater,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1076650
James Sullivan,3.5,History,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2439754
Stephen Joyce,2.9,Engineering,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2376119
Karen Gard,4.5,Biology,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=995382
Heidi Goen-Salter,4.6,English,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1381773
Poupak Khazaeli Parsa,3.9,Chemistry,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1368514
Tina Wade,0.0,Counseling & Career Planning,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2531057
Christie Jamshidnejad,4.2,Counseling,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1760242
Joshua Stein,2.4,English,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2046126
Brian McGlynn,4.8,Culinary Arts,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=954362
Chris Draa,4.8,Culinary Arts,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=392680
Paul Bernhardt,4.1,Culinary Arts,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=392686
Cheryl Martucci,2.0,Computer Science,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1142541
Gary Pieroni,2.6,Accounting,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=767105
Martha Laham,4.4,Business,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=210870
Nicole White,4.6,Art,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2185829
Adam Bessie,4.2,English,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1358479
Lorna Valentine,2.8,English,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1264150
Rachael Webster,2.3,Mathematics,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2390749
Hank Stalica,4.1,Computer Science,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2017556
Chris Vettel,4.7,Music,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1968563
Micheal Guo,2.8,Chemistry,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2578005
Kathryn Wilson,3.5,Chemistry,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2087619
Steven Goldenberg,1.7,Physics,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2229972
S. Pierson,3.8,Physical Education,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1018391
F Loden,4.0,Film,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=707722
Queen Lane,1.6,Business Administration,4.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2504310
Jamie Nakama,3.8,Anthropology,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2201109
Dallas Burton,2.9,Physics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2455086
Jeannie Chiu,3.0,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=924107
Jennifer Lyons,5.0,History,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2697340
Yvonne Canada,3.8,Counseling,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1822448
Daniel Sitzmann,5.0,Health Science,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2334618
Mark Dietrich,4.7,Computer Science,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2367940
Kitran Colwell,4.8,Physics,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2261590
Susan Browne,3.4,English,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=511137
Luke Damiani,4.8,Art,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018771
Arthur King,4.3,Art,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2018632
Troy Bennett,3.9,Computer Science,3.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2116389
Heather Crowley,4.0,Art History,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2407614
Stephan Watkins,1.9,Business,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2515548
Chris Mercer,4.4,Anthropology,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1830545
Catherine Stitt,3.9,Mathematics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1867730
Janice Degray,3.4,Chemistry,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=932043
Leo Bersamina,4.3,Art,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1047854
Doug Michael,4.6,Music,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1158876
Christina McDade,0.0,Languages,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2741194
Lindsay Wylie,4.6,Mathematics,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2218746
Trevor Jule-Frost,4.7,English,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2550656
Shaeehea Hollis,2.6,Counseling amp Career Planning,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2479619
Toby Gloekler,5.0,Criminal Justice,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2262495
Ruth Miller,3.5,Humanities,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=300303
Lisa Orta,2.9,English,3.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=14148
Larisa Wiggins,4.5,Health Science,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2694924
Claudia Abadia,3.2,Mathematics,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1103665
Amelie Brown,2.0,Library,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2216691
Deborah Lee,2.1,History,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2381982
Rostislav Smirnov,2.8,Mathematics,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1180204
Andrew Combs,2.3,Physics,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1911922
Christopher Duerrmeier,0.0,Addiction Studies,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2660591
Ron MacAluso,4.0,Accounting,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1621019
Mariam Worsham,5.0,Business,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2457575
Marci Cole Ekberg,4.3,Biology,2.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2088244
Terrence Elliott,2.5,Music,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2690472
Darren Phalen,4.8,Communication,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1944344
Paul Villa,5.0,Speech,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2691651
John Hanecak,4.4,Speech,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=787009
Meldy Langager,2.3,Business,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2011116
Sarah McCarter,4.9,Mathematics,1.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1207610
John Freytag,4.7,Science,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=660497
Kelsey Paiz,4.0,Communication,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2497233
Allan Lacayo,4.3,Business,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=474963
Michael Kasin,2.3,Law,4.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2628175
Richard Kaeser,4.2,Mathematics,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1190302
James Carroll,5.0,Mathematics,2.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2389581
Ray Goralka,4.0,Science,3.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=78495
Danielle Yancey,4.5,Biology,3.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2152907
Peikun Tsai,3.4,Computer Science,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2359222
Bryan Clarkson,4.4,Biology,3.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1726401
Chris Bradley,5.0,Mathematics,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2271542
Matt Munday,4.8,Counseling,1.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2199929
Christopher Nickel,3.6,Art,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2494475
Sherry Sank,4.2,Health Science,1.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=585882
Wanda Bishop,4.6,Physical Education,1.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1303216
Evangeline Logan,1.0,Architecture,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2444796
Carol Brown,3.4,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1250188
Youcef Hamida,4.7,Physics,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2554609
Grant Adams,4.9,Architecture,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2040003
Teresa Inchauspe,4.1,Biology,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1140687
Chirstopher Danko,0.0,Business,0,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2750524
Hajera Ghori,4.5,English,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2314832
Michael Noonan,4.9,Administration Of Justice,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2263652
Rochelle Burnaford,4.6,Psychology,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1857339
Bill Wolter,4.1,Music,2.8,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=668585
Rick Cole,4.8,Languages,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=541515
Keri DuLaney-Greger,4.8,English,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=218734
Cheryl Davis,3.4,Health Science,3.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1238034
Gerald Olson,2.8,Film,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=821666
Catherine Gebler,5.0,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2485491
Vineeta Hingorani,2.0,Economics,4.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2420715
Michael Miller,4.7,Business,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2281105
M. Cole,4.6,Languages,2.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=657727
Mickey Huff,3.9,History,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=234358
Tal Skloot,3.8,Film,2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1074516
Fenno Ogutu,3.4,Sociology,2.4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=292554
Azim Khan,3.5,Biology,4.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2416836
Stephanie Razo,5.0,English,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2602297
Yumi Kosaka,4.8,Languages,2.5,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1953531
Lisa Brager,4.4,Biology,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2029588
Arek Puzia,4.5,Accounting,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2238483
Jennifer O'Neal,4.4,Social Science,1.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1638793
Danielle Odom,1.0,Counseling & Career Planning,4,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2752520
Jason Mayfield,4.0,Geology,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1213521
T.J. Tabara,3.2,Mathematics,3.6,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=258970
William Andreopoulos,3.8,Computer Science,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2482002
Anne Danenberg,4.3,Sociology,2.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1813913
R Swindle,4.1,English,2.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1139740
Craig Musburger,3.5,Science,3.2,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2602013
Noah Schillo,3.0,Geography,3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2752933
Chris Capozzo,4.8,Psychology,1.9,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1573895
Arman Catterson,4.9,Psychology,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=2265080
Tom Mowry,4.3,Mathematics,3.7,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=326466
Raine Dougan,5.0,Counseling & Career Planning,1.3,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1895260
Patrick Moe,4.6,Speech,2.1,https://www.ratemyprofessors.com/ShowRatings.jsp?tid=1422859
